#Gene stable ID	Transcript stable ID	Gene name	Transcript start (bp)	Transcript end (bp)	Strand	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)
SPBC1711.17	SPBC1711.17.1	prp16	2166108	2169933	1	II	2166108	2169933
SPAC1486.05	SPAC1486.05.1	nup189	3196998	3202450	1	I	3196998	3202450
SPBC17G9.06c	SPBC17G9.06c.1	SPBC17G9.06c	2179341	2180791	-1	II	2179341	2180791
SPAC1486.07c	SPAC1486.07c.1	mrpl19	3205962	3206626	-1	I	3205962	3206626
SPNCRNA.393	SPNCRNA.393.1	SPNCRNA.393	2197754	2198140	1	II	2197754	2198140
SPBC14C8.02	SPBC14C8.02.1	tim44	2205437	2207373	1	II	2205437	2207373
SPNCRNA.1494	SPNCRNA.1494.1	meu17-antisense-1	2211869	2213695	1	II	2211869	2213695
SPAC6G10.02c	SPAC6G10.02c.1	tea3	3214513	3218471	-1	I	3214513	3218471
SPNCRNA.1495	SPNCRNA.1495.1	cdc18-antisense-1	2217261	2218094	1	II	2217261	2218094
SPBC14C8.19	SPBC14C8.19.1	tam10	2218540	2219196	-1	II	2218540	2219196
SPAC6G10.09	SPAC6G10.09.1	SPAC6G10.09	3233580	3237281	1	I	3233580	3237281
SPAC6G10.10c	SPAC6G10.10c.1	SPAC6G10.10c	3236179	3237503	-1	I	3236179	3237503
SPBC14C8.15	SPBC14C8.15.1	SPBC14C8.15	2229935	2233336	1	II	2229935	2233336
SPBC14C8.17c	SPBC14C8.17c.1	spt8	2233461	2235843	-1	II	2233461	2235843
SPCC613.12c	SPCC613.12c.1	raf1	99716	102315	-1	III	99716	102315
SPNCRNA.1498	SPNCRNA.1498.1	SPBC15C4.04c-antisense-1	2243874	2245657	1	II	2243874	2245657
SPNCRNA.1107	SPNCRNA.1107.1	SPNCRNA.1107	108832	109337	1	III	108832	109337
SPNCRNA.1109	SPNCRNA.1109.1	mug135-antisense-1	112884	113441	1	III	112884	113441
SPBC21H7.04	SPBC21H7.04.1	dbp7	2258786	2261031	1	II	2258786	2261031
SPCTRNAGLY.10	SPCTRNAGLY.10.1	SPCTRNAGLY.10	113716	113786	-1	III	113716	113786
SPNCRNA.129	SPNCRNA.129.1	SPNCRNA.129	115394	115476	-1	III	115394	115476
SPRRNA.34	SPRRNA.34.1	SPRRNA.34	2261371	2261489	-1	II	2261371	2261489
SPNCRNA.1110	SPNCRNA.1110.1	SPNCRNA.1110	118970	119962	-1	III	118970	119962
SPCC330.07c	SPCC330.07c.1	SPCC330.07c	120540	122896	-1	III	120540	122896
SPBC21H7.06c	SPBC21H7.06c.1	opi10	2264210	2265243	-1	II	2264210	2265243
SPCC330.08	SPCC330.08.1	alg11	124222	127134	1	III	124222	127134
SPNCRNA.1500	SPNCRNA.1500.1	his5-antisense-1	2266290	2267665	1	II	2266290	2267665
SPBC21H7.07c	SPBC21H7.07c.1	his5	2266351	2267397	-1	II	2266351	2267397
SPCC330.11	SPCC330.11.1	btb1	131517	135560	1	III	131517	135560
SPAC6G10.12c	SPAC6G10.12c.1	ace2	3239232	3241177	-1	I	3239232	3241177
SPNCRNA.897	SPNCRNA.897.1	ace2-antisense-1	3239376	3241996	1	I	3239376	3241996
SPCC320.13c	SPCC320.13c.1	ark1	141627	143038	1	III	141627	143038
SPBC16H5.10c	SPBC16H5.10c.1	prp43	2279697	2282239	1	II	2279697	2282239
SPCC320.10	SPCC320.10.1	srp72	146165	148226	-1	III	146165	148226
SPAC6G9.02c	SPAC6G9.02c.1	nop9	3243108	3245369	-1	I	3243108	3245369
SPCC320.09	SPCC320.09.1	hem15	148547	150823	-1	III	148547	150823
SPBC16H5.09c	SPBC16H5.09c.1	omh2	2282391	2283951	1	II	2282391	2283951
SPNCRNA.1113	SPNCRNA.1113.1	SPNCRNA.1113	150306	151925	1	III	150306	151925
SPNCRNA.1115	SPNCRNA.1115.1	SPNCRNA.1115	170340	174289	1	III	170340	174289
SPNCRNA.1116	SPNCRNA.1116.1	SPNCRNA.1116	170851	173547	-1	III	170851	173547
SPCC1235.03	SPCC1235.03.1	cue2	178975	180813	1	III	178975	180813
SPAC6G9.03c	SPAC6G9.03c.1	mug183	3246185	3247774	-1	I	3246185	3247774
SPCC1235.04c	SPCC1235.04c.1	nad1	180697	182489	-1	III	180697	182489
SPAC6G9.06c	SPAC6G9.06c.1	pcp1	3254401	3258320	-1	I	3254401	3258320
SPAC6G9.09c	SPAC6G9.09c.1	rpl2401	3261416	3261954	-1	I	3261416	3261954
SPBC16H5.07c	SPBC16H5.07c.1	ppa2	2286917	2290445	1	II	2286917	2290445
SPNCRNA.1502	SPNCRNA.1502.1	SPNCRNA.1502	2319348	2319746	1	II	2319348	2319746
SPRRNA.35	SPRRNA.35.1	SPRRNA.35	2322705	2322851	1	II	2322705	2322851
SPNCRNA.1504	SPNCRNA.1504.1	SPNCRNA.1504	2328687	2329696	1	II	2328687	2329696
SPAC6G9.10c	SPAC6G9.10c.1	sen1	3262405	3268066	-1	I	3262405	3268066
SPAC652.01	SPAC652.01.1	SPAC652.01	3281408	3283071	1	I	3281408	3283071
SPCC1235.09	SPCC1235.09.1	hif2	194371	196528	1	III	194371	196528
SPNCRNA.900	SPNCRNA.900.1	SPNCRNA.900	3300812	3302082	-1	I	3300812	3302082
SPBC24C6.08c	SPBC24C6.08c.1	bhd1	2332228	2335104	-1	II	2332228	2335104
SPCC1235.10c	SPCC1235.10c.1	sec6	196513	199449	-1	III	196513	199449
SPNCRNA.1506	SPNCRNA.1506.1	SPNCRNA.1506	2339630	2340238	1	II	2339630	2340238
SPAPB1E7.09	SPAPB1E7.09.1	ogm2	3313324	3315900	1	I	3313324	3315900
SPBC19G7.07c	SPBC19G7.07c.1	ppr3	2359374	2363595	-1	II	2359374	2363595
SPNCRNA.901	SPNCRNA.901.1	SPNCRNA.901	3316321	3316601	-1	I	3316321	3316601
SPNCRNA.1507	SPNCRNA.1507.1	ulp1-antisense-1	2366962	2367928	-1	II	2366962	2367928
SPAPB1E7.12	SPAPB1E7.12.1	rps602	3319189	3320060	1	I	3319189	3320060
SPBC19G7.15	SPBC19G7.15.1	nup44	2377928	2379664	1	II	2377928	2379664
SPCC1235.11	SPCC1235.11.1	mpc1	200020	201625	1	III	200020	201625
SPBC19G7.17	SPBC19G7.17.1	SPBC19G7.17	2382300	2384668	1	II	2382300	2384668
SPAC2E1P5.01c	SPAC2E1P5.01c.1	mns1	3322678	3324881	-1	I	3322678	3324881
SPNCRNA.1118	SPNCRNA.1118.1	ght6-antisense-1	204633	206912	-1	III	204633	206912
SPNCRNA.1119	SPNCRNA.1119.1	SPNCRNA.1119	217516	218406	-1	III	217516	218406
SPAC2E1P5.02c	SPAC2E1P5.02c.1	mug109	3325263	3326138	-1	I	3325263	3326138
SPCC548.02c	SPCC548.02c.1	wtf3	219185	220283	-1	III	219185	220283
SPNCRNA.1120	SPNCRNA.1120.1	SPNCRNA.1120	230600	231934	1	III	230600	231934
SPBC36B7.03	SPBC36B7.03.1	sec63	2387070	2389366	1	II	2387070	2389366
SPAC2E1P5.03	SPAC2E1P5.03.1	erj5	3326830	3329028	1	I	3326830	3329028
SPCC548.07c	SPCC548.07c.1	ght1	232288	235289	-1	III	232288	235289
SPBC36B7.07	SPBC36B7.07.1	tlg1	2393535	2395530	1	II	2393535	2395530
SPAC26A3.03c	SPAC26A3.03c.1	rmi1	3334942	3338202	-1	I	3334942	3338202
SPCC794.03	SPCC794.03.1	SPCC794.03	245844	247871	1	III	245844	247871
SPBC1921.01c	SPBC1921.01c.1	rpl35b	2405319	2406061	-1	II	2405319	2406061
SPCC794.04c	SPCC794.04c.1	SPCC794.04c	248211	252103	-1	III	248211	252103
SPAC26A3.04	SPAC26A3.04.1	rpl2002	3337678	3338408	1	I	3337678	3338408
SPCC794.07	SPCC794.07.1	lat1	262681	264770	1	III	262681	264770
SPNCRNA.1123	SPNCRNA.1123.1	SPNCRNA.1123	264766	265275	-1	III	264766	265275
SPAC26A3.10	SPAC26A3.10.1	cnt6	3352347	3356297	1	I	3352347	3356297
SPCC794.08	SPCC794.08.1	efr3	265315	268006	1	III	265315	268006
SPBC1921.02	SPBC1921.02.1	rad60	2406801	2408273	1	II	2406801	2408273
SPAC26A3.12c	SPAC26A3.12c.1	dhp1	3356144	3361083	-1	I	3356144	3361083
SPCC794.12c	SPCC794.12c.1	mae2	275261	277340	-1	III	275261	277340
SPCC794.15	SPCC794.15.1	SPCC794.15	278236	279209	1	III	278236	279209
SPBC1921.04c	SPBC1921.04c.1	SPBC1921.04c	2410996	2411452	-1	II	2410996	2411452
SPNCRNA.1126	SPNCRNA.1126.1	SPCC553.08c-antisense-1	289992	293300	-1	III	289992	293300
SPAC26A3.16	SPAC26A3.16.1	dph1	3369709	3371384	1	I	3369709	3371384
SPCC553.06	SPCC553.06.1	swp1	295229	296631	-1	III	295229	296631
SPNCRNA.902	SPNCRNA.902.1	SPAC26A3.17c-antisense-1	3371461	3372746	1	I	3371461	3372746
SPCC553.05c	SPCC553.05c.1	wtf6	296600	298512	-1	III	296600	298512
SPAC8E11.04c	SPAC8E11.04c.1	SPAC8E11.04c	3380524	3381918	1	I	3380524	3381918
SPNCRNA.904	SPNCRNA.904.1	dmc1-antisense-1	3382189	3383857	-1	I	3382189	3383857
SPCC553.03	SPCC553.03.1	pex1	302314	305477	-1	III	302314	305477
SPAC8E11.01c	SPAC8E11.01c.1	SPAC8E11.01c	3385899	3388219	1	I	3385899	3388219
SPNCRNA.1130	SPNCRNA.1130.1	SPNCRNA.1130	319210	319876	-1	III	319210	319876
SPCC736.05	SPCC736.05.1	wtf7	320394	322403	1	III	320394	322403
SPAC959.10	SPAC959.10.1	sen15	3391861	3393106	1	I	3391861	3393106
SPNCRNA.907	SPNCRNA.907.1	SPNCRNA.907	3405538	3405929	-1	I	3405538	3405929
SPCC736.08	SPCC736.08.1	cbf11	327324	330732	1	III	327324	330732
SPCC736.09c	SPCC736.09c.1	tfx1	329570	330657	-1	III	329570	330657
SPNCRNA.1131	SPNCRNA.1131.1	mrps8-antisense-1	332008	332546	1	III	332008	332546
SPAP32A8.03c	SPAP32A8.03c.1	bop1	3407545	3409630	-1	I	3407545	3409630
SPAC3H5.11	SPAC3H5.11.1	SPAC3H5.11	3412269	3414736	-1	I	3412269	3414736
SPAC3H5.05c	SPAC3H5.05c.1	rps1401	3436186	3436825	1	I	3436186	3436825
SPNCRNA.561	SPNCRNA.561.1	pkl1-antisense-1	3440092	3441229	-1	I	3440092	3441229
SPATRNAARG.01	SPATRNAARG.01.1	SPATRNAARG.01	3443055	3443144	1	I	3443055	3443144
SPBC1921.07c	SPBC1921.07c.1	sgf29	2418738	2420057	-1	II	2418738	2420057
SPAC3A11.12c	SPAC3A11.12c.1	rpt5	3443930	3446017	1	I	3443930	3446017
SPBC21D10.12	SPBC21D10.12.1	hob1	2420263	2422468	-1	II	2420263	2422468
SPAC3A11.09	SPAC3A11.09.1	sod22	3449835	3452853	-1	I	3449835	3452853
SPBTRNAMET.06	SPBTRNAMET.06.1	SPBTRNAMET.06	2434303	2434374	-1	II	2434303	2434374
SPRRNA.40	SPRRNA.40.1	SPRRNA.40	2442700	2442852	-1	II	2442700	2442852
SPBC12C2.13c	SPBC12C2.13c.1	fnx1	2444297	2446292	1	II	2444297	2446292
SPCC736.11	SPCC736.11.1	ago1	334103	337070	1	III	334103	337070
SPBC12C2.08	SPBC12C2.08.1	dnm1	2458816	2461775	-1	II	2458816	2461775
SPAC328.01c	SPAC328.01c.1	msn5	3470513	3475033	-1	I	3470513	3475033
SPCC736.14	SPCC736.14.1	dis1	342151	346242	1	III	342151	346242
SPNCRNA.1133	SPNCRNA.1133.1	SPNCRNA.1133	351210	353119	-1	III	351210	353119
SPNCRNA.529	SPNCRNA.529.1	SPNCRNA.529	3478390	3479049	-1	I	3478390	3479049
SPCC594.03	SPCC594.03.1	SPCC594.03	361356	362629	1	III	361356	362629
SPBC12C2.05c	SPBC12C2.05c.1	bzz1	2466018	2468739	1	II	2466018	2468739
SPCC594.04c	SPCC594.04c.1	SPCC594.04c	362375	363826	-1	III	362375	363826
SPNCRNA.397	SPNCRNA.397.1	SPNCRNA.397	2472439	2472537	1	II	2472439	2472537
SPCC1682.03c	SPCC1682.03c.1	mug174	375428	378094	-1	III	375428	378094
SPNCRNA.1135	SPNCRNA.1135.1	ssl1-antisense-1	384095	385033	-1	III	384095	385033
SPNCRNA.579	SPNCRNA.579.1	ggc1-antisense-1	388528	389199	1	III	388528	389199
SPBC12C2.03c	SPBC12C2.03c.1	SPBC12C2.03c	2473006	2475652	1	II	2473006	2475652
SPCC1682.12c	SPCC1682.12c.1	ubp16	394814	397141	-1	III	394814	397141
SPBC17F3.02	SPBC17F3.02.1	nak1	2482067	2484495	-1	II	2482067	2484495
SPAC328.06	SPAC328.06.1	ubp2	3487193	3491099	1	I	3487193	3491099
SPCC1682.13	SPCC1682.13.1	laf2	399006	400502	1	III	399006	400502
SPNCRNA.08	SPNCRNA.08.1	prl8	2485488	2486126	-1	II	2485488	2486126
SPNCRNA.912	SPNCRNA.912.1	SPNCRNA.912	3498330	3498616	-1	I	3498330	3498616
SPCC306.03c	SPCC306.03c.1	cnd2	409354	412109	-1	III	409354	412109
SPAC16E8.01	SPAC16E8.01.1	shd1	3498988	3503915	1	I	3498988	3503915
SPBC17F3.01c	SPBC17F3.01c.1	rga5	2486559	2488209	1	II	2486559	2488209
SPAC16E8.03	SPAC16E8.03.1	gna1	3505109	3505657	1	I	3505109	3505657
SPCC306.05c	SPCC306.05c.1	ins1	416157	417706	-1	III	416157	417706
SPBC557.02c	SPBC557.02c.1	SPBC557.02c	2488245	2488936	-1	II	2488245	2488936
SPNCRNA.1520	SPNCRNA.1520.1	pim1-antisense-1	2488718	2491866	1	II	2488718	2491866
SPAC16E8.04c	SPAC16E8.04c.1	aro7	3505603	3507057	-1	I	3505603	3507057
SPCC306.09c	SPCC306.09c.1	cap1	423752	426353	-1	III	423752	426353
SPNCRNA.562	SPNCRNA.562.1	nop12-antisense-1	3508689	3509194	1	I	3508689	3509194
SPCC306.10	SPCC306.10.1	wtf8	427445	428763	1	III	427445	428763
SPBC557.03c	SPBC557.03c.1	pim1	2489019	2491122	-1	II	2489019	2491122
SPNCRNA.398	SPNCRNA.398.1	SPNCRNA.398	2491214	2491518	1	II	2491214	2491518
SPCC306.11	SPCC306.11.1	SPCC306.11	430385	432270	1	III	430385	432270
SPNCRNA.1522	SPNCRNA.1522.1	SPNCRNA.1522	2499101	2499784	-1	II	2499101	2499784
SPAC16E8.09	SPAC16E8.09.1	scd1	3515632	3518734	1	I	3515632	3518734
SPCC4G3.14	SPCC4G3.14.1	mdj1	442924	445260	-1	III	442924	445260
SPBC365.03c	SPBC365.03c.1	rpl2101	2503183	2503818	-1	II	2503183	2503818
SPAC16E8.13	SPAC16E8.13.1	SPAC16E8.13	3525227	3527875	1	I	3525227	3527875
SPCC4G3.13c	SPCC4G3.13c.1	cue1	445088	446630	1	III	445088	446630
SPBC365.04c	SPBC365.04c.1	SPBC365.04c	2504152	2505105	-1	II	2504152	2505105
SPCC4G3.12c	SPCC4G3.12c.1	SPCC4G3.12c	447034	450197	1	III	447034	450197
SPAC16E8.17c	SPAC16E8.17c.1	SPAC16E8.17c	3532213	3533673	-1	I	3532213	3533673
SPCC4G3.10c	SPCC4G3.10c.1	rhp42	451805	454813	1	III	451805	454813
SPBC365.05c	SPBC365.05c.1	slu7	2505270	2506691	-1	II	2505270	2506691
SPAC1B1.02c	SPAC1B1.02c.1	SPAC1B1.02c	3538774	3540942	-1	I	3538774	3540942
SPRRNA.15	SPRRNA.15.1	SPRRNA.15	3547889	3548049	-1	I	3547889	3548049
SPCC4G3.08	SPCC4G3.08.1	psk1	457709	459466	-1	III	457709	459466
SPAC17A2.01	SPAC17A2.01.1	bsu1	3549682	3552067	1	I	3549682	3552067
SPCC4G3.07c	SPCC4G3.07c.1	phf1	459847	461914	1	III	459847	461914
SPNCRNA.1140	SPNCRNA.1140.1	aphl-antisense-1	468550	470462	1	III	468550	470462
SPNCRNA.124	SPNCRNA.124.1	SPNCRNA.124	3558766	3559116	1	I	3558766	3559116
SPBC365.06	SPBC365.06.1	pmt3	2506815	2510260	1	II	2506815	2510260
SPAC17A2.07c	SPAC17A2.07c.1	SPAC17A2.07c	3567223	3567861	-1	I	3567223	3567861
SPCC364.07	SPCC364.07.1	ser3	470073	472362	-1	III	470073	472362
SPCTRNASER.07	SPCTRNASER.07.1	SPCTRNASER.07	473199	473280	-1	III	473199	473280
SPBC365.08c	SPBC365.08c.1	der1	2509332	2510505	-1	II	2509332	2510505
SPAC17A2.08c	SPAC17A2.08c.1	ntr2	3567982	3569702	-1	I	3567982	3569702
SPCC364.02c	SPCC364.02c.1	bis1	483349	484897	1	III	483349	484897
SPBC365.09c	SPBC365.09c.1	kin17	2510667	2512567	-1	II	2510667	2512567
SPNCRNA.918	SPNCRNA.918.1	rrp1-antisense-1	3578604	3581329	-1	I	3578604	3581329
SPCC364.01	SPCC364.01.1	cif1	484820	486386	-1	III	484820	486386
SPBC365.10	SPBC365.10.1	arp5	2512580	2515047	1	II	2512580	2515047
SPCC970.10c	SPCC970.10c.1	brl2	489829	493167	1	III	489829	493167
SPCC970.08	SPCC970.08.1	SPCC970.08	496118	499892	-1	III	496118	499892
SPCC970.05	SPCC970.05.1	rpl3601	506350	506920	-1	III	506350	506920
SPAC17A2.12	SPAC17A2.12.1	rrp1	3578771	3583005	1	I	3578771	3583005
SPBC365.14c	SPBC365.14c.1	uge1	2521123	2523067	-1	II	2521123	2523067
SPCC970.02	SPCC970.02.1	SPCC970.02	511766	513785	-1	III	511766	513785
SPCC962.01	SPCC962.01.1	SPCC962.01	541063	546012	1	III	541063	546012
SPBC365.15	SPBC365.15.1	alp4	2523969	2527134	1	II	2523969	2527134
SPCC962.02c	SPCC962.02c.1	bir1	545805	549313	-1	III	545805	549313
SPAC17A2.13c	SPAC17A2.13c.1	rad25	3583128	3584899	-1	I	3583128	3584899
SPCC1672.14	SPCC1672.14.1	SPCC1672.14	563754	565077	-1	III	563754	565077
SPATRNALEU.03	SPATRNALEU.03.1	SPATRNALEU.03	3591948	3592044	1	I	3591948	3592044
SPCC1672.05c	SPCC1672.05c.1	yrs1	569877	571477	-1	III	569877	571477
SPNCRNA.921	SPNCRNA.921.1	SPNCRNA.921	3610063	3611779	1	I	3610063	3611779
SPCTRNAARG.08	SPCTRNAARG.08.1	SPCTRNAARG.08	578847	578919	1	III	578847	578919
SPBC365.16	SPBC365.16.1	SPBC365.16	2529641	2532214	1	II	2529641	2532214
SPCC1672.10	SPCC1672.10.1	mis16	584117	585893	1	III	584117	585893
SPAC17G6.12	SPAC17G6.12.1	cul1	3612082	3614883	1	I	3612082	3614883
SPNCRNA.135	SPNCRNA.135.1	SPNCRNA.135	2529699	2530876	1	II	2529699	2530876
SPCC1183.01	SPCC1183.01.1	sec15	591763	595029	1	III	591763	595029
SPBC29A10.02	SPBC29A10.02.1	spo5	2536164	2538254	1	II	2536164	2538254
SPAC17G6.16c	SPAC17G6.16c.1	ysh1	3620761	3623784	-1	I	3620761	3623784
SPCC1183.02	SPCC1183.02.1	SPCC1183.02	594963	596054	1	III	594963	596054
SPBC29A10.03c	SPBC29A10.03c.1	pcf1	2538128	2540104	-1	II	2538128	2540104
SPCC1183.03c	SPCC1183.03c.1	fxn1	595451	597344	-1	III	595451	597344
SPAC1142.01	SPAC1142.01.1	rqc1	3625312	3627664	1	I	3625312	3627664
SPNCRNA.922	SPNCRNA.922.1	rqc1-antisense-1	3625435	3626731	-1	I	3625435	3626731
SPBC29A10.07	SPBC29A10.07.1	pom152	2548681	2552601	1	II	2548681	2552601
SPCC1183.05c	SPCC1183.05c.1	lig4	599420	603753	-1	III	599420	603753
SPNCRNA.923	SPNCRNA.923.1	SPNCRNA.923	3635143	3635859	-1	I	3635143	3635859
SPNCRNA.924	SPNCRNA.924.1	SPNCRNA.924	3639473	3639914	1	I	3639473	3639914
SPCC1183.10	SPCC1183.10.1	wtf10	615398	617622	1	III	615398	617622
SPAC8C9.05	SPAC8C9.05.1	SPAC8C9.05	3649373	3650629	1	I	3649373	3650629
SPBC29A10.10c	SPBC29A10.10c.1	dbl8	2557150	2563210	-1	II	2557150	2563210
SPBC29A10.11c	SPBC29A10.11c.1	vps902	2563477	2565623	-1	II	2563477	2565623
SPCC1183.11	SPCC1183.11.1	msy1	618889	623222	1	III	618889	623222
SPNCRNA.25	SPNCRNA.25.1	prl25	2567830	2568256	-1	II	2567830	2568256
SPAC8C9.12c	SPAC8C9.12c.1	SPAC8C9.12c	3661062	3663364	-1	I	3661062	3663364
SPAC8C9.16c	SPAC8C9.16c.1	mug63	3671926	3673470	-1	I	3671926	3673470
SPCC31H12.02c	SPCC31H12.02c.1	mug73	623516	624527	-1	III	623516	624527
SPAC15A10.05c	SPAC15A10.05c.1	mug182	3685633	3686831	-1	I	3685633	3686831
SPCC31H12.04c	SPCC31H12.04c.1	rpl1202	627062	628007	-1	III	627062	628007
SPCC31H12.05c	SPCC31H12.05c.1	sds21	628570	631529	-1	III	628570	631529
SPAC15A10.10	SPAC15A10.10.1	mde6	3696549	3700027	1	I	3696549	3700027
SPBC29A10.16c	SPBC29A10.16c.1	SPBC29A10.16c	2574663	2576202	-1	II	2574663	2576202
SPNCRNA.1530	SPNCRNA.1530.1	SPNCRNA.1530	2580400	2581182	-1	II	2580400	2581182
SPATRNAPHE.01	SPATRNAPHE.01.1	SPATRNAPHE.01	3701556	3701628	1	I	3701556	3701628
SPNCRNA.1531	SPNCRNA.1531.1	SPNCRNA.1531	2584028	2586436	1	II	2584028	2586436
SPAC15E1.03	SPAC15E1.03.1	rpl42	3722414	3723074	1	I	3722414	3723074
SPBC25B2.02c	SPBC25B2.02c.1	mam1	2596405	2600854	-1	II	2596405	2600854
SPNCRNA.1534	SPNCRNA.1534.1	SPNCRNA.1534	2601158	2601839	1	II	2601158	2601839
SPAC15E1.05c	SPAC15E1.05c.1	ect1	3725837	3727355	-1	I	3725837	3727355
SPBC25B2.04c	SPBC25B2.04c.1	mtg1	2604587	2605899	-1	II	2604587	2605899
SPAC15E1.10	SPAC15E1.10.1	fub1	3732274	3733363	1	I	3732274	3733363
SPNCRNA.524	SPNCRNA.524.1	SPNCRNA.524	3735863	3735954	1	I	3735863	3735954
SPBC25B2.08	SPBC25B2.08.1	SPBC25B2.08	2611366	2612917	1	II	2611366	2612917
SPAP7G5.03	SPAP7G5.03.1	prm1	3736525	3743579	1	I	3736525	3743579
SPNCRNA.934	SPNCRNA.934.1	SPNCRNA.934	3745764	3748595	-1	I	3745764	3748595
SPNCRNA.935	SPNCRNA.935.1	SPNCRNA.935	3745778	3748833	1	I	3745778	3748833
SPBC25B2.10	SPBC25B2.10.1	SPBC25B2.10	2616237	2617444	1	II	2616237	2617444
SPAP7G5.06	SPAP7G5.06.1	per1	3748767	3751729	1	I	3748767	3751729
SPATRNAGLU.03	SPATRNAGLU.03.1	SPATRNAGLU.03	3765434	3765505	-1	I	3765434	3765505
SPNCRNA.233	SPNCRNA.233.1	SPNCRNA.233	3769525	3770016	1	I	3769525	3770016
SPATRNAILE.04	SPATRNAILE.04.1	SPATRNAILE.04	3773910	3773983	-1	I	3773910	3773983
SPNCRNA.396	SPNCRNA.396.1	SPNCRNA.396	3775854	3776756	1	I	3775854	3776756
SPBC6B1.02	SPBC6B1.02.1	ppk30	2627271	2630878	1	II	2627271	2630878
SPNCRNA.1537	SPNCRNA.1537.1	SPBC6B1.03c-antisense-1	2631003	2632280	1	II	2631003	2632280
SPAC1F12.02c	SPAC1F12.02c.1	tma19	3809345	3810099	-1	I	3809345	3810099
SPNCRNA.403	SPNCRNA.403.1	SPNCRNA.403	2640872	2641783	1	II	2640872	2641783
SPAC1F12.06c	SPAC1F12.06c.1	SPAC1F12.06c	3812962	3815706	-1	I	3812962	3815706
SPBC6B1.12c	SPBC6B1.12c.1	sus1	2647669	2648597	-1	II	2647669	2648597
SPNCRNA.1540	SPNCRNA.1540.1	SPNCRNA.1540	2659605	2660100	-1	II	2659605	2660100
SPAC1F12.07	SPAC1F12.07.1	ser1	3815681	3817165	1	I	3815681	3817165
SPNCRNA.937	SPNCRNA.937.1	SPAC1F12.08-antisense-1	3817467	3818781	-1	I	3817467	3818781
SPBC3E7.02c	SPBC3E7.02c.1	hsp16	2660139	2660992	-1	II	2660139	2660992
SPCC31H12.08c	SPCC31H12.08c.1	ccr4	637435	639685	-1	III	637435	639685
SPNCRNA.1148	SPNCRNA.1148.1	SPNCRNA.1148	639648	640134	1	III	639648	640134
SPCC5E4.06	SPCC5E4.06.1	smc6	652648	656420	1	III	652648	656420
SPCC16C4.04	SPCC16C4.04.1	SPCC16C4.04	667054	668389	1	III	667054	668389
SPCC16C4.21	SPCC16C4.21.1	SPCC16C4.21	671244	671555	1	III	671244	671555
SPNCRNA.469	SPNCRNA.469.1	SPNCRNA.469	677382	678918	1	III	677382	678918
SPBC3E7.08c	SPBC3E7.08c.1	rad13	2672990	2676799	-1	II	2672990	2676799
SPAC4H3.02c	SPAC4H3.02c.1	swc3	3824390	3825972	-1	I	3824390	3825972
SPNCRNA.939	SPNCRNA.939.1	SPAC4H3.16-antisense-1	3835808	3836869	1	I	3835808	3836869
SPBC3E7.12c	SPBC3E7.12c.1	cfh4	2682000	2683902	-1	II	2682000	2683902
SPSNORNA.30	SPSNORNA.30.1	snr62	3851768	3851841	-1	I	3851768	3851841
SPAC1071.01c	SPAC1071.01c.1	pta1	3855385	3857994	-1	I	3855385	3857994
SPBC3E7.14	SPBC3E7.14.1	smf1	2685614	2686887	1	II	2685614	2686887
SPNCRNA.943	SPNCRNA.943.1	SPNCRNA.943	3863740	3864474	-1	I	3863740	3864474
SPBC3E7.16c	SPBC3E7.16c.1	leu3	2688416	2690687	-1	II	2688416	2690687
SPAC1071.06	SPAC1071.06.1	arp9	3866536	3868410	1	I	3866536	3868410
SPAC1071.10c	SPAC1071.10c.1	pma1	3871642	3876176	-1	I	3871642	3876176
SPBC4F6.08c	SPBC4F6.08c.1	mrpl39	2700735	2701592	-1	II	2700735	2701592
SPNCRNA.93	SPNCRNA.93.1	SPNCRNA.93	3876757	3877223	1	I	3876757	3877223
SPAC1071.13	SPAC1071.13.1	SPAC1071.13	3878007	3881812	1	I	3878007	3881812
SPCC16C4.09	SPCC16C4.09.1	sts5	679259	684083	1	III	679259	684083
SPBC4F6.12	SPBC4F6.12.1	pxl1	2712155	2714207	1	II	2712155	2714207
SPAC323.04	SPAC323.04.1	SPAC323.04	3912696	3914761	1	I	3912696	3914761
SPBC4F6.13c	SPBC4F6.13c.1	erb1	2714249	2716786	-1	II	2714249	2716786
SPSNORNA.26	SPSNORNA.26.1	snoU18	2720648	2720733	-1	II	2720648	2720733
SPAC323.05c	SPAC323.05c.1	SPAC323.05c	3913472	3915606	-1	I	3913472	3915606
SPBC18A7.02c	SPBC18A7.02c.1	SPBC18A7.02c	2729015	2732404	-1	II	2729015	2732404
SPAC323.06c	SPAC323.06c.1	uba5	3915560	3917711	-1	I	3915560	3917711
SPNCRNA.1546	SPNCRNA.1546.1	sfc3-antisense-1	2750684	2754656	-1	II	2750684	2754656
SPAC323.08	SPAC323.08.1	rmp1	3921018	3921711	1	I	3921018	3921711
SPBC336.07	SPBC336.07.1	sfc3	2750876	2755161	1	II	2750876	2755161
SPCPJ732.01	SPCPJ732.01.1	vps5	702552	704818	1	III	702552	704818
SPCPJ732.03	SPCPJ732.03.1	meu15	708064	709145	1	III	708064	709145
SPAC2F3.03c	SPAC2F3.03c.1	rpa49	3925533	3927349	-1	I	3925533	3927349
